num__fnlwgt,num__age,num__education-num,num__capital-gain,num__hours-per-week,cat__marital-status_ Married-civ-spouse,cat__relationship_ Husband,num__capital-loss,cat__marital-status_ Never-married,cat__occupation_ Exec-managerial,cat__occupation_ Prof-specialty,cat__workclass_ Private,salary
2.1945744382688055,1.7981437632721657,0.35447040019184733,-0.14559196807483873,0.36373995700799533,1.0,1.0,-0.2171449483785739,0.0,0.0,0.0,0.0,0
-0.8683926492313991,1.4303375825529785,-0.42135583908925694,-0.14559196807483873,0.7691813712247415,1.0,1.0,-0.2171449483785739,0.0,1.0,0.0,0.0,0
-0.12894007443463554,-0.9971832101936563,1.1302966394729514,-0.14559196807483873,-0.0417014572087509,0.0,0.0,-0.2171449483785739,1.0,0.0,0.0,0.0,0
-0.7288394024127094,2.4601948885667024,-0.42135583908925694,-0.14559196807483873,-0.8525842856422433,0.0,0.0,-0.2171449483785739,0.0,0.0,0.0,0.0,0
-0.5467349136130025,3.1222460138612393,-3.1367476765731217,-0.14559196807483873,-1.6634671140757358,0.0,0.0,-0.2171449483785739,0.0,0.0,0.0,0.0,0
-0.056250349469074055,1.2096538741214664,1.5182097591135038,-0.14559196807483873,1.1746227854414877,1.0,1.0,-0.2171449483785739,0.0,0.0,1.0,0.0,1
0.250361905681163,-1.291428154769006,0.7423835198323995,-0.14559196807483873,0.44482823985134456,1.0,0.0,-0.2171449483785739,0.0,0.0,0.0,1.0,1
-0.9608040242104987,2.607317360854377,2.294035998394608,-0.14559196807483873,-1.6634671140757358,0.0,0.0,8.91454550570767,1.0,0.0,1.0,0.0,1
-0.9848501806125477,1.7981437632721657,-0.42135583908925694,-0.14559196807483873,-2.798703073882625,0.0,0.0,-0.2171449483785739,0.0,0.0,0.0,1.0,0
0.40725119569247614,-1.3649893909128434,-0.033442719448704805,-0.14559196807483873,-0.0417014572087509,0.0,0.0,-0.2171449483785739,1.0,0.0,0.0,1.0,0
1.0811898748057127,-0.6293770294744692,-0.033442719448704805,-0.14559196807483873,-0.0417014572087509,0.0,0.0,-0.2171449483785739,1.0,0.0,0.0,0.0,0
-1.0984468846905278,1.3567763464091411,-0.42135583908925694,-0.14559196807483873,-0.8525842856422433,1.0,1.0,-0.2171449483785739,0.0,0.0,0.0,1.0,0
1.0634071243597705,0.03267409582006757,-1.197182078370361,-0.14559196807483873,-0.0417014572087509,1.0,1.0,-0.2171449483785739,0.0,0.0,0.0,0.0,0
-0.32681237883552783,-0.6293770294744692,-0.42135583908925694,0.5424426745197277,-0.0417014572087509,1.0,1.0,-0.2171449483785739,0.0,0.0,0.0,1.0,0
1.2859908938378672,-1.2178669186251685,-0.8092689587298091,-0.14559196807483873,-0.44714287142549713,0.0,0.0,-0.2171449483785739,1.0,0.0,0.0,1.0,0
0.26777398415094705,0.17979656810774242,-0.42135583908925694,-0.14559196807483873,-0.0417014572087509,1.0,1.0,-0.2171449483785739,0.0,1.0,0.0,1.0,1
-0.7564211992027275,-1.5121118632005182,-0.42135583908925694,-0.14559196807483873,-0.8525842856422433,0.0,0.0,-0.2171449483785739,1.0,0.0,0.0,1.0,0
-1.5126585614327,0.621163984970767,-0.033442719448704805,-0.14559196807483873,0.7691813712247415,1.0,1.0,-0.2171449483785739,0.0,0.0,1.0,0.0,0
0.7713841380147292,-0.40869332104295697,-0.42135583908925694,-0.14559196807483873,1.5800641996582339,0.0,0.0,-0.2171449483785739,1.0,0.0,0.0,0.0,0
