num__fnlwgt,num__age,num__education-num,num__capital-gain,num__hours-per-week,cat__marital-status_ Married-civ-spouse,cat__relationship_ Husband,num__capital-loss,cat__marital-status_ Never-married,cat__occupation_ Exec-managerial,cat__occupation_ Prof-specialty,cat__relationship_ Wife,salary
-0.3623484422127504,0.46844790816294274,1.9055878852812438,-0.14574718894970246,-0.4402174094814974,1.0,1.0,-0.21602659909859373,0.0,0.0,1.0,0.0,1
-0.7662120539288213,-1.50828989011683,-1.199974599569368,-0.14574718894970246,-2.30583512143359,0.0,0.0,-0.21602659909859373,1.0,0.0,0.0,0.0,0
-0.39016065570579944,-1.4350773790694311,-0.42358397835671513,-0.14574718894970246,-0.034648341665825144,0.0,0.0,-0.21602659909859373,1.0,0.0,0.0,0.0,0
-1.1580899260205069,-0.9958023127850371,-0.42358397835671513,-0.14574718894970246,-0.034648341665825144,1.0,1.0,-0.21602659909859373,0.0,0.0,0.0,0.0,0
0.6512932203701388,0.9077229744473367,-0.42358397835671513,-0.14574718894970246,3.2910180144226873,0.0,0.0,-0.21602659909859373,0.0,0.0,0.0,0.0,0
-1.0081688513817855,-1.215439845927234,-0.42358397835671513,-0.14574718894970246,-0.034648341665825144,0.0,0.0,-0.21602659909859373,1.0,0.0,0.0,0.0,0
0.7857094589833135,-0.19046469126364818,0.3528066428559378,-0.14574718894970246,1.5876279295968638,1.0,1.0,-0.21602659909859373,0.0,1.0,0.0,0.0,1
-0.27089923546536787,2.5183982174901147,-0.42358397835671513,-0.14574718894970246,-1.3324693586759764,0.0,0.0,-0.21602659909859373,0.0,0.0,0.0,0.0,0
-0.08779270336623295,0.8345104633999377,-0.42358397835671513,-0.14574718894970246,-0.034648341665825144,0.0,0.0,-0.21602659909859373,1.0,0.0,0.0,0.0,0
-0.6359676473396041,-0.8493772906902392,1.1291972640685908,-0.14574718894970246,-0.034648341665825144,0.0,0.0,-0.21602659909859373,1.0,0.0,1.0,0.0,0
1.401059412485304,1.1273605075895337,1.1291972640685908,-0.14574718894970246,0.7764897939655193,1.0,1.0,-0.21602659909859373,0.0,1.0,0.0,0.0,1
-0.5198469260378433,-1.50828989011683,-0.8117792889630416,-0.14574718894970246,-0.034648341665825144,0.0,0.0,-0.21602659909859373,1.0,0.0,0.0,0.0,0
0.17820179289143784,-0.8493772906902392,1.1291972640685908,-0.14574718894970246,-0.034648341665825144,0.0,0.0,-0.21602659909859373,1.0,0.0,0.0,0.0,0
-0.31181346109714914,0.6148729302577407,1.1291972640685908,-0.14574718894970246,0.3709207261498471,1.0,1.0,-0.21602659909859373,0.0,1.0,0.0,0.0,1
-1.2864991049166452,0.7612979523525387,-0.42358397835671513,-0.14574718894970246,-0.034648341665825144,0.0,0.0,-0.21602659909859373,0.0,0.0,0.0,0.0,0
-0.49507135218128023,1.6398480849213266,-2.3645605313883475,-0.14574718894970246,-0.034648341665825144,1.0,1.0,-0.21602659909859373,0.0,0.0,0.0,0.0,0
0.10136818813274937,-1.50828989011683,-0.42358397835671513,-0.14574718894970246,-0.8457864772971696,0.0,0.0,-0.21602659909859373,1.0,0.0,0.0,0.0,0
-1.0128988196629163,2.8844607727271097,-0.03538866775038864,-0.14574718894970246,-3.0358594435018,1.0,1.0,-0.21602659909859373,0.0,0.0,0.0,0.0,1
-0.7861914399483177,-1.50828989011683,-0.03538866775038864,-0.14574718894970246,-2.30583512143359,0.0,0.0,-0.21602659909859373,1.0,0.0,0.0,0.0,0
-0.04259312647174718,0.7612979523525387,0.7410019534622643,-0.14574718894970246,0.3709207261498471,1.0,1.0,-0.21602659909859373,0.0,0.0,0.0,0.0,0
-0.12889612772925946,-1.288652356974633,-0.03538866775038864,-0.14574718894970246,-0.8457864772971696,0.0,0.0,-0.21602659909859373,1.0,1.0,0.0,0.0,0
-0.4558693750672683,-1.215439845927234,-1.5881699101756945,-0.14574718894970246,-0.034648341665825144,0.0,0.0,-0.21602659909859373,1.0,0.0,0.0,0.0,0
-0.2665760444564143,-1.361864868022032,-0.03538866775038864,-0.14574718894970246,-0.4402174094814974,0.0,0.0,-0.21602659909859373,1.0,0.0,0.0,0.0,0
-1.3966316863744945,0.5416604192103417,-0.03538866775038864,-0.14574718894970246,0.3709207261498471,1.0,1.0,-0.21602659909859373,0.0,0.0,0.0,0.0,1
-1.0072606974718084,0.17559786397334678,-0.42358397835671513,-0.14574718894970246,-0.034648341665825144,1.0,1.0,-0.21602659909859373,0.0,1.0,0.0,0.0,1
0.38102283278632587,1.5666355738739277,1.1291972640685908,-0.14574718894970246,-0.034648341665825144,1.0,1.0,-0.21602659909859373,0.0,0.0,0.0,0.0,0
0.9416659731487577,-0.0440396691688502,-0.42358397835671513,-0.14574718894970246,1.263172675344326,0.0,0.0,-0.21602659909859373,0.0,0.0,0.0,0.0,0
-0.46481847505516777,0.029172841878548794,-0.42358397835671513,-0.14574718894970246,0.7764897939655193,1.0,1.0,-0.21602659909859373,0.0,0.0,0.0,0.0,1
